Logo,Nom,Secteur,Année de création,Label Date,Site web,Résumé,Founders,Courriel,Téléphone
undefined,Société STBI,Ad Tech and Creative Tech,2011,Jun-19,,"Production de bornes interactives et programmation des logiciels afférents: systèmes intelligents de gestion des files d'attente, systèmes d'affichage dynamique et déploiement de wifi communautaires.",Sofiene Horrigue,n.a.,n.a.
undefined,FBS COMPANY,Ad Tech and Creative Tech,2019,Jul-20,,FIERCE est une plateforme de vente et de personnalisation de sportswear en ligne et de mise à disposition de programmes d'entraînement et de nutrition.,Fatma Ben Soltane,n.a.,n.a.
undefined,Gloristory,Ad Tech and Creative Tech,2022,Apr-23,,null,Héla MajdoubAfef Majdoub,n.a.,n.a.
undefined,B2B Tunisia,Business Software and services,2018,Jul-21,,B2B Tunisia est une plateforme qui permet aux entreprises de mettre en avant leurs produits et services ainsi que d'autres services dans le but de les mettres en relation avec d'autre sociétés.,Mohamed Bechir ChnitiNedra Neffeti,n.a.,n.a.
undefined,Machmoom,Commerce and shopping,2021,Jun-21,,"MIH STORE est une plateforme de vente et de mise en valeurs des produits 100% tunisiens alimentaires, cosmétiques, artisanaux et de décoration.",Ibtihel Haddediskander Haddedi,n.a.,n.a.
undefined,Moline,HealthTech,2018,Mar-21,,Moline se spécialise dans la fabrication de produits de soin et d’hygiène corporelle pour bébés et mamans à partir de matières premières d’origine naturelle.,Alia Belkhodja,n.a.,n.a.
undefined,profils.tn,Business Software and services,2019,Dec-19,,Profils.tn est une plateforme RH innovante qui remplace la lecture de CV traditionnel par une compréhension algorithmique via l’outil ‘Matching’. La plateforme permet de digitaliser le processus de recrutement et de booster la marque employeur,Anis Maghar                              Imen Maghar,n.a.,n.a.
undefined,JPARTNERS TUNISIE,Business Software and services,2019,Sep-21,,JPARTNERS TUNISIE est specialiste dans le developpement des solutions mobiles orientées aux supply chain,ZIED JBALI,n.a.,n.a.
undefined,Fidness,Mobility,2019,Feb-22,,null,Ahmed Najjar,n.a.,n.a.
undefined,Vivia Clinical Network,HealthTech,2022,Oct-22,,"Vivia clinical Network est une startup spécialisée dans le développement des solutions informatique dans le domaine pharmaceutique.
 Vivia a développé la plateforme CRAWN (clinical research actors worldwide network) qui permet d’une part de faire la maching entre les différents intervenants d’un essai clinique en Afrique et Moyen Orient  en se basent sur des algorithmes avancées d’intelligence artificielle et d’autre part CRAWN permet la promotion des compétences de ces acteurs en intégrant un module d'évaluation, de recommandation, et de certification des formations dans le domaine de conduite des essais cliniques pour une mise à niveau des compétences du personnel de santé et donc une meilleure santé de l’Afrique/Moyen orient.",Wissal FarjallahLotfi Ben RomdhaneLotfi AmmarSouad Dziri,n.a.,n.a.
undefined,BaBa Ali,Commerce and shopping,2021,Nov-21,,BaBa Ali est une plateforme de déstockage en ligne multi-catégories ; spécialisée dans le Rachat et la Vente des Surstocks et des Invendus.,Hichem Chelbi,n.a.,n.a.
undefined,OXAHOST,Business Software and services,2018,Mar-20,,Oxahost est un fournisseur d'hébergement Internet et des solutions digitales et commercialise ses services en Tunisie et partout dans le monde via sa plateforme web.,Tarek Nakbi,n.a.,n.a.
undefined,Care-Up,HealthTech,2021,Jan-22,,"Care-up est une plateforme de rendez-vous en ligne qui permet de mettre en relation des patients ayant besoin de soins à domicile avec des professionnels de santé libéraux (infirmier(e)s, kinésithérapeutes, aides soignant(e)s).",Adam MarzoukiEmna Graja,n.a.,n.a.
undefined,Eat & Fit,FoodTech & New Food,2019,Dec-19,,"Eat & Fit est la première plateforme web et mobile offrant  des abonnements de repas diététiques sur mesure, préparés par notre Chef, livrés chez vous quotidiennement, accompagné durant toute l'experience par notre nutritionniste.",SKANDER BEN SASSI,contact@eatfit.tn,21655262626
undefined,IDWEY,TravelTech,2020,Mar-20,,IDWEY est un portail qui centralise et digitalise l'information touristique régionale et responsable à fin de consolider une communauté interactive d'éco-touristes.,Khouloud KaabiMeriem AmamouBorhen MansouriKhmaiess Ahmed,n.a.,n.a.
undefined,ELBIO,FoodTech & New Food,2020,Aug-21,,ELBIO est une plateforme en ligne de vente de produits biologiques et healthy. Elle offre des conseils nutritionnels et une application de calcul de calories.,Sana SaadaniHaythem DridiSyrine Guettat,n.a.,n.a.
undefined,LUNAR EPS,Business Software and services,2020,Mar-21,,"LUNAR EPS est une solution de travail collaboratif, de planification interne et d’automatisation des workflows.",AHMAD HENTATIMahdi Ghribi,n.a.,n.a.
undefined,BipEvents,Advanced Manufacturing & Robotics,2019,May-20,,"Bip est la première solution en ligne de billetterie en self-service et paiement cashless pour tout types d’événements en SaaS (festivals, concerts, private events…)                              https://bip.events",Karim HarmouniSarah ArbiAmen Ben Mlouka,n.a.,n.a.
undefined,FABSKILL,Business Software and services,2018,Jun-19,,FABSKILL offre aux recruteurs une plateforme web pour la gestion digitalisée des processus de recrutement en utilisant les nouvelles technologies et l'intelligence artificielle.,Sofiene MabroukBechir AfifiMohamed BenSfar,n.a.,n.a.
undefined,Kindeal,EdTech,2021,Aug-21,,"Kindeal Education est une application mobile qui coach les enfants de 9 à 15 ans (pré-ados et adolescents), les accompagne dans leurs utilisations de smartphones et tablettes.",Mohamed Ali ShiliMoez Hammami,n.a.,n.a.
undefined,Owlinks Technologies Co,Consumer products and services,2024,Sep-24,,"Nous imaginons un monde où la technologie améliore la vie quotidienne, en anticipant les besoins et en fusionnant le numérique avec le réel. La mission est de simplifier et d'enrichir le quotidien grâce à des systèmes d'automatisation sophistiqués. Ce qui distingue notre approche, c'est une capacité constante à innover et à proposer des solutions sur mesure, parfaitement intégrées à chaque mode de vie, tout en offrant une expérience utilisateur simple et agréable. Un engagement fort est également pris en faveur de la durabilité, en proposant des solutions écologiques qui préservent la planète tout en générant des économies.",Mohamed KchaouAmine Guermazi,contact@owlinks-technologies.com,22466691
undefined,Rooly,Mobility,2022,Jun-22,,"Rooly : Carrefour des services automobiles, pour des solutions d'entretien et de réparation fiables, simples et sereines.",Montassar FerjaniFaten Mestikou,n.a.,n.a.
undefined,CURE,HealthTech,2018,Nov-19,,CURE développe des prothèses bioniques personnalisables par impression 3D pour les amputés mais aussi une solution de rééducation physique par la réalité virtuelle,Mohamed Dhaouafi,n.a.,n.a.
undefined,YASSIR,Mobility,2018,Jun-20,,"YASSIR est un ensemble de solutions mobiles innovantes destinées aux particuliers et aux entreprises avec des services de transport, de livraison et services à domicile.",Haythem CherifNoureddine Tayebi,n.a.,n.a.
undefined,SAFOZI SARL,Business Software and services,2012,Jun-19,,"SAFOZI est le premier fournisseur régional des services d'nfrastructure TIC, tels que, les serviecs d'hébergement et les serveurs Cloud (Public Cloud: IaaS et PaaS).",Zied Ouled Ali,n.a.,n.a.
undefined,Improve Software TN,Agritech,2019,Sep-20,,Improve Software TN développe des solutions sur mesure destinées aux agriculteurs souhaitant obtenir une meilleure gestion des eaux d’irrigations et une maîtrise des coûts,Ines HakiriSalah El Amami,n.a.,n.a.
undefined,SkilinK AI,Business Software and services,2022,Dec-24,,"SkilinKAI est une entreprise innovante dans le domaine des technologies RH (HRTech). SkilinKAI propose une plateforme alimentée par l'intelligence artificielle, axée sur l'ensemble du cycle de vie des talents, de leur recrutement à leur développement de carrière. En combinant analyses basées sur l'IA, engagement personnalisé et pratiques éthiques en matière d'IA, SkilinKAI se distingue comme une solution complète pour les entreprises modernes. Ses services s'adressent à la fois aux employeurs et aux employés, garantissant un écosystème où les talents et les opportunités se connectent harmonieusement.",Nadhir KhayatiNaoufel Khayati,n.a.,n.a.
undefined,Oleomar,FoodTech & New Food,2019,Feb-20,,Oleomar valorise les coproduits issus de l'engraissement du thon rouge et des coproduits marins.,Sami GuetariNadia Bouslimi Guetari,sguetari@gmail.com,28763416
undefined,Gifty,Commerce and shopping,2023,Sep-23,,"Gifty.tn est une marketplace spécialisée dans la vente des cadeaux qui offre une sélection des créations variées, personnalisables et prêts à offrir.",Il Banney HaythemJihed Chemlali,haythemovic.17@live.fr,21625383764
undefined,ECG Lab,HealthTech,2021,May-21,,"ECG lab est une plateforme de visualisation, stockage, partage et analyse des enregistrements d’électrocardiogramme (ECG) entre médecins (cardiologue ou autres) alimenté par l’intelligence artificielle dédiée aux hôpitaux publics et/ou privés.",Hatem RabehAdel FardiAyoub Belfekih,n.a.,n.a.
undefined,Raheeq - رحيق,Agritech,2020,Oct-20,,"Aasla fournit aux apiculteurs un nouveau système de ruches pour récolter leur miel en moins de temps, avec moins d'efforts et moins de dépenses.",Hamza Nechi,n.a.,n.a.
undefined,e-Scola,EdTech,2020,Feb-21,,e-Scola est un espace de e-learning offrant aux enseignants et aux apprenants des outils interactifs innovants pour faciliter l’interaction entre les membres de la communauté éducative.,Sami MlaikiDavid Simb,n.a.,n.a.
undefined,Coachini,Communication services,2022,Feb-22,,Coachini est une plateforme de mise en relation entre des professionnels certifiés avec des particuliers / entreprises qui ont besoin d’accompagnement.,Sawsen DhifallahLotfi MzoughiYassine Boukhris,contact@coachini.net,n.a.
undefined,TMAPS,Business Software and services,2025,Nov-25,,"TMaps est une API cartographique tunisienne conçue comme une alternative locale et économique à Google Maps, permettant de réduire les coûts jusqu'à 92%. Elle offre trois services principaux : l'affichage de cartes personnalisables, le géocodage (conversion d'adresses en coordonnées et vice-versa) et le calcul d'itinéraires et de distances. La plateforme s'intègre facilement avec les frameworks les plus populaires (React, Vue.js, Angular, Flutter, etc.) via une clé API simple à configurer. Pensée pour les développeurs et entreprises tunisiennes, elle permet notamment de payer en dinar tunisien et garantit une couverture locale inégalée du territoire. TMaps cible des secteurs variés comme la livraison, la logistique et l'immobilier, avec une disponibilité de 100% et un support 24/7.",Ahmed Ben Salha,contact@tmaps.tn,21655798888
undefined,SENIATNA,FoodTech & New Food,2019,Jun-19,,Seniatna est une marque engagée de produits agroalimentaires aidant les ménages tunisiens à retrouver le goût authentique grâce à la collaboration avec des producteurs indépendants.,Neil Boussofara,n.a.,n.a.
undefined,Digihunt,Business Software and services,2022,Nov-22,,"Notre portail met en relation les chercheurs d'emploi en IT et les entreprises cherchant des profils IT. Les offres d’emploi postés par les entreprises sont associés à des tests techniques et des tests psychométriques, ainsi l'entreprise réduit considérablement les risques d'échec de recrutement et on réduit le risque de perte de temps et d’argent.",Ahmed Ismail AzzabiWahiba Ben Fredj,azzabiahmed@digihunt.net,99081081
undefined,Réseau social medical : Saheelha,Business Software and services,2019,Sep-19,,Saheelha est un réseau sociale médicale qui permet d’offrir certains services pour les médecins et les patients .,Abidi Marwen,n.a.,n.a.
undefined,Flexiolar,Ad Tech and Creative Tech,2021,Dec-21,,Conception de vêtements et accessoires avec panneaux photovoltaïques flexibles.,Hamdi KardoughBen Salem ChaymaFarrah Marwa,n.a.,n.a.
undefined,Tunisian Campers,Wellness,2020,Mar-23,,null,Mohamed Temimi,n.a.,n.a.
undefined,Deepnrise,Business Software and services,2022,Jun-23,,null,Abdelkader BoussettaYoussef MEDDEBNIZAR AYADI,n.a.,n.a.
undefined,Investhune plus,Fintech,2021,Oct-21,,"Plateforme permettant à ses clients d'avoir des comptes et de faire des donations à chaque paiement en ligne, prélèvement bancaire ou virement de salaire.",Wael HassenAla Eddine HassenMalek ChaabaneMohamed Amine Berguiga,n.a.,n.a.
undefined,RENTAL RIDE,Commerce and shopping,2016,Mar-20,,Rental Ride est une centrale de réservation en ligne opérant pour le compte des loueurs de voitures et les sociétés de transport touristiques,Mourad HAMMAMI,n.a.,n.a.
undefined,HUBS TRAVEL,TravelTech,2022,Oct-22,,"Hubs travel c'est la Première plateforme E-tourisme sur le marché qui donné l'accès à nos principaux client ( agence de voyages , hotels ...) la main de mettre leur offre sur notre plateforme d'une manière périodique selon le type de contrat choisi pour faciliter aux consommateurs final d'avoir des notifications d'une manière rapide dés l'inscription selon le choix et le budget défini en avance sans perdre du temps sur internet",Hatem Ben BrahimWafa Ghrir,n.a.,n.a.
undefined,Winshot,Business Software and services,2019,Oct-19,,"Gofield propose via sa solution ""Winshot"" une application web et mobile qui automatise et externalise le merchandising terrain et fourni en temps-réel des analytiques mix marketing pour une exécution optimisée des articles référencées en points de vente.",Walid MzoughiHela GabsiAlaa Mokrani,n.a.,n.a.
